ORG_CODE,ORG_NAME,Month,LEFT_DEPARTMENT_ECDS_RATE,LEFT_DEPARTMENT_TOTAL,MSITAE_COMPARISON_ECDS,MSITAE_COMPARISON_ECDS_RATE,MSITAE_COMPARISON_MSITAE,TIME_TO_INITIAL_ASSESSMENT_95,TIME_TO_INITIAL_ASSESSMENT_DENOM,TIME_TO_INITIAL_ASSESSMENT_MEDIAN,TIME_TO_TREATMENT_95,TIME_TO_TREATMENT_DENOM,TIME_TO_TREATMENT_MEDIAN,TOTAL_TIME_95,TOTAL_TIME_95_ADMITTED,TOTAL_TIME_95_NON_ADM,TOTAL_TIME_DENOM,TOTAL_TIME_DENOM_ADMITTED,TOTAL_TIME_DENOM_NON_ADM,TOTAL_TIME_MEDIAN,TOTAL_TIME_MEDIAN_ADMITTED,TOTAL_TIME_MEDIAN_NON_ADM,UNPLANNED_REATTENDANCES,UNPLANNED_REATTENDANCES_DENOM,UNPLANNED_REATTENDANCES_RATE,Year,Total Attendances,Year_Start
RCF,AIREDALE NHS FOUNDATION TRUST,2023-03-01,8.22898032200357,460.0,5590.0,95.0680272108843,5880.0,39.5499999999999,1350.0,10.0,338.0,5120.0,93.0,628.699999999999,819.45,493.299999999999,5585.0,1490.0,4095.0,222.0,342.5,189.0,345.0,5370.0,6.42458100558659,2022-23,25348842,2022-04-01
NQT,HCRG CARE LTD,2023-03-01,1.01180438448566,30.0,2965.0,0.0,0.0,,,,737.049999999997,270.0,44.5,791.0,278.999999999999,799.099999999999,2960.0,75.0,2885.0,118.0,64.0,121.0,0.0,25.0,0.0,2022-23,25348842,2022-04-01
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,2023-03-01,4.35824472068294,1455.0,33385.0,100.270310857486,33294.0,57.0,6170.0,11.0,275.0,30510.0,99.0,988.0,1295.0,544.0,33370.0,7890.0,25480.0,225.0,544.0,204.0,2440.0,32295.0,7.55534912525158,2022-23,25348842,2022-04-01
RMC,BOLTON NHS FOUNDATION TRUST,2023-03-01,4.273897059,465.0,10880.0,99.9081726354453,10889.0,24.0,1980.0,2.0,337.75,10385.0,90.0,1286.44999999999,1905.0,599.0,10870.0,2335.0,8540.0,202.0,531.5,182.0,820.0,10815.0,7.58206195099399,2022-23,25348842,2022-04-01
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2023-03-01,4.64509394572025,890.0,19160.0,66.0575762799517,29006.0,24.0,5285.0,8.0,353.0,18265.0,93.0,879.2,1200.19999999999,550.0,19155.0,5975.0,13180.0,222.0,357.0,197.0,1605.0,18150.0,8.842975207,2022-23,25348842,2022-04-01
RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2023-03-01,5.33417006589268,850.0,15935.0,100.125667609173,15915.0,105.0,3140.0,18.0,386.0,12925.0,88.0,716.0,1008.39999999999,595.049999999999,15935.0,4455.0,11480.0,189.0,221.0,186.0,1145.0,13745.0,8.3303019279738,2022-23,25348842,2022-04-01
RKE,WHITTINGTON HEALTH NHS TRUST,2023-03-01,10.9018264840182,955.0,8760.0,100.0,8762.0,22.0499999999999,1500.0,4.0,335.0,7610.0,101.0,1017.89999999999,1838.79999999999,594.0,8760.0,1255.0,7510.0,220.0,546.0,206.0,820.0,8325.0,9.84984985,2022-23,25348842,2022-04-01
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2023-03-01,6.12152699344928,1355.0,22135.0,77.08514714,28713.0,168.0,4395.0,41.0,403.0,19575.0,72.0,1014.0,1432.0,666.0,22130.0,5080.0,17050.0,214.0,502.0,172.0,1420.0,21320.0,6.66041275797373,2022-23,25348842,2022-04-01
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2023-03-01,3.1163434903047,225.0,7220.0,132.477064220183,5450.0,21.5999999999999,1070.0,0.0,207.349999999999,6055.0,45.0,505.0,871.799999999999,366.75,7220.0,1335.0,5885.0,114.0,303.0,91.0,520.0,6475.0,8.030888031,2022-23,25348842,2022-04-01
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2023-03-01,5.25714285714285,1150.0,21875.0,97.3303670745272,22475.0,36.0,4885.0,7.0,294.0,20210.0,78.0,1070.25,1578.5,546.0,21795.0,5170.0,16625.0,175.0,371.0,151.0,1945.0,21325.0,9.12075029308323,2022-23,25348842,2022-04-01
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",2023-03-01,3.16846986089644,205.0,6470.0,88.1471389645776,7341.0,54.0,1770.0,8.0,178.0,6265.0,55.0,1162.59999999999,1398.0,544.0,6465.0,2335.0,4130.0,211.0,442.0,167.0,480.0,6365.0,7.54124116260801,2022-23,25348842,2022-04-01
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2023-03-01,3.27166064981949,725.0,22160.0,111.412770236299,19889.0,8.0,2920.0,1.0,304.0,18430.0,56.0,718.549999999999,1141.0,497.0,22150.0,4165.0,17985.0,112.0,239.0,99.0,2490.0,19780.0,12.5884732052578,2022-23,25348842,2022-04-01
AXG,WILTSHIRE HEALTH & CARE,2023-03-01,18.4729064039408,375.0,2030.0,95.3051643192488,2129.0,20.0,0.0,20.0,159.0,1655.0,26.0,221.5,203.599999999999,224.0,2030.0,175.0,1855.0,80.0,65.0,80.0,85.0,2025.0,4.19753086419753,2022-23,25348842,2022-04-01
NNJ,DHU HEALTH CARE C.I.C,2023-03-01,2.017654477,80.0,3965.0,209.788359788359,1888.0,49.9,0.0,31.0,81.0,3885.0,18.0,98.0,134.0,97.75,3965.0,20.0,3945.0,25.0,37.0,25.0,0.0,315.0,0.0,2022-23,25348842,2022-04-01
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2023-03-01,4.26164519326065,1290.0,30270.0,116.19961612284,26051.0,28.0,4225.0,6.0,343.0,21120.0,58.0,631.0,1009.09999999999,497.0,29785.0,4040.0,25745.0,138.0,401.0,118.0,1215.0,13605.0,8.93054024255788,2022-23,25348842,2022-04-01
NVE16,FAVERSHAM MIU,2023-03-01,0.0,0.0,3125.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2022-23,25348842,2022-04-01
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2023-03-01,6.89655172413793,900.0,13050.0,99.3528740007613,13135.0,40.0,1560.0,10.0,257.0,11155.0,58.0,616.0,1033.24999999999,502.0,13050.0,2280.0,10770.0,191.0,295.5,179.0,1180.0,12180.0,9.688013136,2022-23,25348842,2022-04-01
RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,2023-03-01,0.0,0.0,1125.0,0.0,0.0,2.0,0.0,2.0,51.0,955.0,9.0,129.0,105.75,129.799999999999,1125.0,20.0,1105.0,53.0,56.0,53.0,30.0,935.0,3.20855614973262,2022-23,25348842,2022-04-01
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2023-03-01,0.739827373612823,60.0,8110.0,118.135469774217,6863.0,,,,255.75,0.0,163.5,778.0,297.999999999999,778.199999999999,8080.0,0.0,8075.0,201.0,118.5,201.0,0.0,75.0,0.0,2022-23,25348842,2022-04-01
RV9,HUMBER TEACHING NHS FOUNDATION TRUST,2023-03-01,1.62162162162162,15.0,925.0,100.0,927.0,,,,63.0,840.0,10.0,167.399999999999,169.65,163.299999999999,925.0,70.0,860.0,56.0,54.0,56.0,45.0,765.0,5.882352941,2022-23,25348842,2022-04-01
AXT05,CORBY URGENT CARE CENTRE,2023-03-01,3.99305555555555,345.0,8640.0,0.0,0.0,27.2999999999999,0.0,21.0,181.649999999999,8290.0,65.0,229.0,247.4,228.0,8640.0,590.0,8050.0,99.0,118.0,98.0,400.0,8110.0,4.93218249075215,2022-23,25348842,2022-04-01
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2023-03-01,3.18352059925093,510.0,16020.0,99.1030003093102,16164.0,41.0,2545.0,8.0,219.0,15510.0,51.0,1088.09999999999,2096.79999999999,415.549999999999,16020.0,2990.0,13030.0,135.0,333.0,121.5,1410.0,14985.0,9.409409409,2022-23,25348842,2022-04-01
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2023-03-01,6.1515928231417,840.0,13655.0,71.9062664560294,18992.0,126.0,3455.0,18.0,365.25,11215.0,91.0,657.0,805.399999999999,535.0,13655.0,3595.0,10060.0,160.0,334.0,133.0,915.0,12160.0,7.52467105263157,2022-23,25348842,2022-04-01
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,2023-03-01,10.6915570640644,1260.0,11785.0,99.8728813559322,11801.0,77.0,3195.0,14.0,421.0,10525.0,105.0,922.0,1297.79999999999,638.0,11785.0,2625.0,9160.0,230.0,487.0,223.0,900.0,10560.0,8.52272727272727,2022-23,25348842,2022-04-01
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2023-03-01,6.26496408619313,785.0,12530.0,100.320256204963,12492.0,43.0,3840.0,11.0,380.0,11275.0,106.0,595.0,702.599999999999,514.0,12530.0,3145.0,9385.0,221.0,333.0,192.0,1010.0,11570.0,8.72947277441659,2022-23,25348842,2022-04-01
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2023-03-01,6.69519254971054,1330.0,19865.0,75.2177205603937,26409.0,121.949999999999,4420.0,17.0,128.0,16780.0,18.0,1159.0,1978.25,629.0,19840.0,3925.0,15915.0,227.0,494.0,213.0,1455.0,16445.0,8.847674065,2022-23,25348842,2022-04-01
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,2023-03-01,3.7410071942446,130.0,3475.0,99.8563218390804,3481.0,,,,176.0,3345.0,49.0,209.0,208.0,209.0,3475.0,515.0,2960.0,81.0,72.5,83.0,185.0,3240.0,5.70987654320987,2022-23,25348842,2022-04-01
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2023-03-01,3.54889589905362,450.0,12680.0,99.9605833661805,12686.0,43.8000000000001,2425.0,1.0,298.0,12225.0,67.0,1595.29999999999,1990.54999999999,1265.79999999999,12515.0,2170.0,10345.0,320.0,579.0,292.0,825.0,12055.0,6.84363334715885,2022-23,25348842,2022-04-01
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2023-03-01,0.970873786407766,75.0,7725.0,101.245085190039,7631.0,32.0,1430.0,0.0,215.0,5440.0,45.0,691.0,1247.0,429.699999999999,7720.0,1535.0,6185.0,104.0,378.0,81.0,465.0,6105.0,7.61670761670761,2022-23,25348842,2022-04-01
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,2023-03-01,3.75683060109289,550.0,14640.0,100.0,14642.0,79.9499999999998,1740.0,19.0,384.25,13855.0,90.0,1672.79999999999,2296.69999999999,592.0,14635.0,5755.0,8880.0,171.0,295.0,139.0,785.0,11830.0,6.6356720202874,2022-23,25348842,2022-04-01
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2023-03-01,4.77759472817133,725.0,15175.0,95.14106583,15949.0,49.0,2605.0,9.0,400.0,14115.0,66.0,1399.79999999999,2430.3,602.0,15165.0,3010.0,12155.0,208.0,498.0,195.0,1375.0,14800.0,9.290540541,2022-23,25348842,2022-04-01
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2023-03-01,12.2405534858967,2300.0,18790.0,100.026616981634,18785.0,137.0,4345.0,22.0,385.0,16030.0,97.0,1124.7,1614.0,693.0,18785.0,4055.0,14730.0,246.0,513.0,213.0,1705.0,18515.0,9.20874966243586,2022-23,25348842,2022-04-01
ACH01,WHITSTABLE MEDICAL PRACTICE,2023-03-01,0.0,0.0,4490.0,96.9762419006479,4629.0,,,,,,,,,,,,,,,,,,,2022-23,25348842,2022-04-01
NQT5H,PAULTON MEMORIAL HOSPITAL,2023-03-01,1.98675496688741,15.0,755.0,93.78881988,803.0,1.0,0.0,1.0,199.799999999999,730.0,54.0,234.0,252.05,233.0,755.0,30.0,725.0,98.0,109.5,98.0,60.0,700.0,8.57142857142857,2022-23,25348842,2022-04-01
NLO08,SCARBOROUGH URGENT CARE CENTRE,2023-03-01,1.93637621023513,70.0,3615.0,0.0,0.0,,,,166.699999999999,1425.0,45.0,216.0,75.5,274.0,3610.0,1890.0,1720.0,45.0,21.0,92.0,,,,2022-23,25348842,2022-04-01
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2023-03-01,6.06346214263273,965.0,15915.0,102.677419354838,15498.0,62.0,2190.0,11.0,271.0,13285.0,73.0,655.0,222.0,661.0,15915.0,525.0,15390.0,166.0,48.0,170.0,1270.0,14235.0,8.92167193537056,2022-23,25348842,2022-04-01
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,2023-03-01,0.0,0.0,1440.0,100.0,1439.0,,,,,,,136.0,,136.0,1440.0,,1440.0,40.0,,40.0,,,,2022-23,25348842,2022-04-01
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,2023-03-01,5.512572534,855.0,15510.0,98.5700667302192,15736.0,18.0,2635.0,0.0,302.449999999998,13710.0,91.0,624.0,827.399999999999,499.0,15510.0,4155.0,11355.0,205.0,308.0,181.0,1395.0,14615.0,9.54498802600068,2022-23,25348842,2022-04-01
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2023-03-01,3.86085626911314,505.0,13080.0,87.5795112152661,14937.0,161.949999999999,3480.0,40.0,288.0,12460.0,75.0,796.149999999999,1076.5,533.699999999998,13080.0,3430.0,9645.0,225.0,341.0,206.0,795.0,12855.0,6.184364061,2022-23,25348842,2022-04-01
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2023-03-01,1.54373927958833,315.0,20405.0,99.7311827956989,20460.0,43.0,3275.0,1.0,205.599999999998,19930.0,33.0,587.849999999998,988.649999999999,360.0,20405.0,5230.0,15175.0,111.0,230.0,69.0,2745.0,20240.0,13.5622529644268,2022-23,25348842,2022-04-01
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2023-03-01,4.67911569006224,1090.0,23295.0,92.3671689135606,25220.0,32.0,4590.0,7.0,261.0,21505.0,61.0,845.0,1288.6,510.0,23275.0,4655.0,18620.0,176.0,472.0,144.0,1965.0,21855.0,8.991077557,2022-23,25348842,2022-04-01
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2023-03-01,3.74507227332457,285.0,7610.0,100.131578947368,7600.0,117.0,1525.0,6.0,232.5,6570.0,66.0,618.0,879.0,438.199999999999,7605.0,1990.0,5615.0,195.0,325.0,175.0,440.0,7540.0,5.83554376657824,2022-23,25348842,2022-04-01
RPA,MEDWAY NHS FOUNDATION TRUST,2023-03-01,3.60696517412935,435.0,12060.0,72.02149895,16746.0,69.3499999999999,2455.0,12.0,241.0,5985.0,80.0,1261.19999999999,2404.0,576.25,12055.0,1940.0,10115.0,189.0,668.0,178.0,510.0,7550.0,6.75496688741721,2022-23,25348842,2022-04-01
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2023-03-01,6.24085811799122,1280.0,20510.0,101.409147095179,20223.0,45.0,3460.0,7.0,405.799999999999,17385.0,102.0,800.0,1059.79999999999,506.0,20500.0,6595.0,13905.0,135.0,162.0,129.0,1765.0,17900.0,9.86033519553072,2022-23,25348842,2022-04-01
AD913,BECKENHAM BEACON UCC,2023-03-01,6.90607734806629,250.0,3620.0,100.0,3622.0,,,,226.449999999999,2870.0,66.0,331.0,337.4,329.0,3610.0,405.0,3200.0,136.0,145.0,135.0,,,,2022-23,25348842,2022-04-01
RH5,SOMERSET NHS FOUNDATION TRUST,2023-03-01,1.91103789126853,290.0,15175.0,99.2478744277305,15292.0,23.0,2160.0,8.0,244.0,14585.0,65.0,482.0,661.599999999999,457.049999999999,15175.0,975.0,14200.0,131.0,217.0,128.0,1290.0,14710.0,8.76954452753229,2022-23,25348842,2022-04-01
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2023-03-01,7.23713154421469,1645.0,22730.0,92.9652351738241,24451.0,21.0,4325.0,0.0,393.099999999998,15680.0,106.0,1298.75,1668.29999999999,836.0,22685.0,7915.0,14770.0,240.0,209.0,240.0,1115.0,14505.0,7.68700448121337,2022-23,25348842,2022-04-01
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,2023-03-01,3.98818316100443,810.0,20310.0,100.794044665012,20150.0,59.0,3960.0,7.0,293.349999999998,18155.0,72.0,586.0,819.0,427.75,20180.0,4675.0,15505.0,158.0,306.0,132.0,2095.0,19965.0,10.4933633859253,2022-23,25348842,2022-04-01
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2023-03-01,2.77988375031589,550.0,19785.0,96.5121951219512,20502.0,58.0,3110.0,17.0,236.0,19020.0,47.0,408.0,537.0,360.0,19785.0,6140.0,13645.0,89.0,145.0,81.0,2855.0,19600.0,14.5663265306122,2022-23,25348842,2022-04-01
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2023-03-01,1.26327878265862,220.0,17415.0,99.3723252496433,17527.0,34.0,2525.0,12.0,131.0,11170.0,22.0,820.400000000001,1832.39999999999,415.0,17395.0,1850.0,15550.0,142.0,646.0,121.0,995.0,10960.0,9.078467153,2022-23,25348842,2022-04-01
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2023-03-01,2.99440605462323,455.0,15195.0,99.9013806706114,15210.0,89.0,1620.0,20.0,227.349999999998,14455.0,35.0,432.0,593.099999999999,325.0,15195.0,2320.0,12875.0,80.0,275.0,71.0,1305.0,14645.0,8.910891089,2022-23,25348842,2022-04-01
K3O1X,MALTON URGENT TREATMENT CENTRE,2023-03-01,0.0,0.0,700.0,0.0,0.0,,,,149.5,95.0,74.0,134.0,108.399999999999,134.0,700.0,0.0,695.0,51.0,106.0,51.0,,,,2022-23,25348842,2022-04-01
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,2023-03-01,3.49344978165938,360.0,10305.0,100.04854368932,10302.0,69.0,1600.0,10.0,262.199999999998,9935.0,85.0,1138.4,2257.94999999999,468.0,10270.0,1820.0,8445.0,178.0,331.0,167.0,765.0,10160.0,7.52952755905511,2022-23,25348842,2022-04-01
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2023-03-01,11.3507377979568,2500.0,22025.0,99.2787919765607,22183.0,36.0,4210.0,8.0,449.0,19525.0,62.0,1162.64999999999,1663.44999999999,649.549999999999,22010.0,6120.0,15890.0,215.0,451.5,182.0,1840.0,21895.0,8.4037451472939,2022-23,25348842,2022-04-01
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2023-03-01,6.03758496601359,755.0,12505.0,100.120096076861,12490.0,114.0,3110.0,18.0,301.0,10365.0,67.0,1595.44999999999,2170.7,740.149999999999,12490.0,3555.0,8940.0,199.0,422.5,177.0,1095.0,12060.0,9.07960199,2022-23,25348842,2022-04-01
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,2023-03-01,5.01424501424501,440.0,8775.0,99.7725980670835,8797.0,16.0,1740.0,3.0,242.0,7585.0,61.0,725.299999999999,977.799999999999,419.649999999999,8775.0,1785.0,6990.0,170.0,470.0,138.0,695.0,7985.0,8.70381966186599,2022-23,25348842,2022-04-01
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2023-03-01,8.13718897108271,1815.0,22305.0,119.309975929392,18696.0,31.5,3670.0,5.0,297.0,15390.0,53.0,753.0,1254.6,547.0,22305.0,4290.0,18015.0,152.0,303.0,139.0,1405.0,16035.0,8.762082944,2022-23,25348842,2022-04-01
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,2023-03-01,6.00375234521575,1760.0,29315.0,99.4402985074626,29480.0,56.0,6195.0,10.0,639.0,27520.0,99.0,1050.0,1763.59999999999,604.0,29255.0,6070.0,23185.0,209.0,427.0,185.0,2815.0,28945.0,9.72534116427707,2022-23,25348842,2022-04-01
NLO21,ST MARY'S URGENT CARE CENTRE,2023-03-01,7.2072072072072,320.0,4440.0,0.0,0.0,,,,191.0,3875.0,54.0,621.0,519.199999999999,623.0,4400.0,305.0,4095.0,135.0,145.0,134.0,,,,2022-23,25348842,2022-04-01
AD903,URGENT CARE CENTRE,2023-03-01,4.18071476736345,310.0,7415.0,0.0,0.0,,,,236.5,4335.0,64.0,369.399999999999,249.0,441.0,7375.0,3935.0,3440.0,87.0,24.0,168.0,,,,2022-23,25348842,2022-04-01
RVJ,NORTH BRISTOL NHS TRUST,2023-03-01,3.58880778588807,295.0,8220.0,98.9765201685731,8303.0,13.0,2475.0,2.0,228.0,7445.0,78.0,656.0,934.0,428.0,8220.0,3190.0,5030.0,190.0,228.0,171.0,475.0,7685.0,6.18087182823682,2022-23,25348842,2022-04-01
S4K9Q,PARTNERSHIP OF EAST LONDON COOPERATIVES,2023-03-01,0.0,0.0,0.0,0.0,0.0,,,,,,,202.0,,202.0,0.0,,0.0,202.0,,202.0,,,,2022-23,25348842,2022-04-01
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2023-03-01,0.24793388429752,15.0,6050.0,100.0,6049.0,45.7999999999999,270.0,10.0,350.0,4020.0,95.0,450.0,455.0,446.0,6045.0,2115.0,3930.0,153.0,66.0,176.0,410.0,4635.0,8.84573894282632,2022-23,25348842,2022-04-01
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2023-03-01,6.86567164179104,575.0,8375.0,103.331276989512,8104.0,64.0,2130.0,12.0,381.0,7480.0,104.0,583.299999999999,720.0,488.0,8375.0,2505.0,5870.0,211.0,285.0,185.0,630.0,8310.0,7.5812274368231,2022-23,25348842,2022-04-01
NTPAN,PRACTICE PLUS GROUP URGENT TREATMENT CENTRE - SOUTHAMPTON,2023-03-01,0.182481751824817,10.0,5480.0,0.0,0.0,22.1999999999999,0.0,7.5,118.249999999999,15.0,52.5,300.649999999999,,300.649999999999,5450.0,,5450.0,127.0,,127.0,,,,2022-23,25348842,2022-04-01
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2023-03-01,7.1078431372549,870.0,12240.0,99.9591670069416,12244.0,120.5,1345.0,9.0,342.549999999999,3150.0,111.0,2086.39999999999,3193.0,981.5,12205.0,2555.0,9650.0,221.0,826.0,189.0,530.0,9715.0,5.45548121461657,2022-23,25348842,2022-04-01
RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,2023-03-01,,,,,,,,,289.0,7125.0,84.0,,,,,,,,,,,,,2022-23,25348842,2022-04-01
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,2023-03-01,5.389657684,740.0,13730.0,103.818525519848,13223.0,1.0,3995.0,0.0,479.049999999999,11020.0,104.0,869.0,1160.0,723.199999999998,13705.0,3025.0,10675.0,268.0,496.0,219.0,1030.0,12670.0,8.129439621,2022-23,25348842,2022-04-01
RBK,WALSALL HEALTHCARE NHS TRUST,2023-03-01,2.87859824780976,230.0,7990.0,65.1978784169726,12254.0,44.0,2820.0,8.0,223.349999999999,6415.0,59.0,908.0,1199.0,567.0,7990.0,2500.0,5490.0,190.0,393.0,154.0,360.0,6380.0,5.64263322884012,2022-23,25348842,2022-04-01
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,2023-03-01,1.61550888529886,50.0,3095.0,101.309328968903,3056.0,,,,0.0,3045.0,0.0,217.0,197.399999999999,218.0,3095.0,275.0,2820.0,83.0,66.5,85.0,135.0,2510.0,5.37848605577689,2022-23,25348842,2022-04-01
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,2023-03-01,3.22721325774095,370.0,11465.0,100.0,11463.0,125.899999999999,20.0,33.0,166.0,9600.0,32.0,223.0,209.099999999999,223.0,11465.0,390.0,11075.0,102.0,88.0,103.0,515.0,9500.0,5.42105263157894,2022-23,25348842,2022-04-01
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2023-03-01,8.28814872192099,535.0,6455.0,32.0665673124689,20128.0,96.0,2270.0,14.0,364.899999999999,5365.0,110.0,2014.0,2538.19999999999,1048.14999999999,6445.0,2605.0,3840.0,316.0,747.0,255.0,500.0,6430.0,7.7760497667185,2022-23,25348842,2022-04-01
V3G5N,URGENT TREATMENT CENTRE,2023-03-01,0.0,0.0,1615.0,0.0,0.0,,,,105.599999999999,10.0,10.0,1113.09999999999,,1113.09999999999,1605.0,,1605.0,36.0,,36.0,0.0,0.0,0.0,2022-23,25348842,2022-04-01
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,2023-03-01,0.0,0.0,2055.0,101.481481481481,2026.0,6.0,0.0,6.0,,,,266.399999999999,,266.399999999999,2015.0,,2015.0,120.0,,120.0,,,,2022-23,25348842,2022-04-01
R1F,ISLE OF WIGHT NHS TRUST,2023-03-01,1.49068322981366,60.0,4025.0,69.636678200692,5779.0,11.0,1470.0,1.0,125.5,3590.0,38.0,1028.99999999999,1385.19999999999,557.499999999997,4025.0,1085.0,2940.0,200.0,473.0,164.0,330.0,3595.0,9.179415855,2022-23,25348842,2022-04-01
AD914,UCC - QUEEN ELIZABETH HOSPITAL,2023-03-01,4.29447852760736,385.0,8965.0,0.0,0.0,,,,257.0,5315.0,76.0,433.0,277.0,514.0,8925.0,3865.0,5055.0,117.0,23.0,183.0,,,,2022-23,25348842,2022-04-01
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2023-03-01,2.30870712401055,175.0,7580.0,100.730897009966,7525.0,158.0,1745.0,15.0,141.0,6255.0,28.0,1255.09999999999,1709.1,584.0,7580.0,1890.0,5690.0,209.0,589.0,171.0,535.0,7335.0,7.29379686434901,2022-23,25348842,2022-04-01
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2023-03-01,6.27177700348432,1260.0,20090.0,99.2343788589775,20247.0,35.0,2850.0,7.0,323.849999999998,17925.0,58.0,590.0,891.049999999999,474.0,20090.0,3700.0,16390.0,151.0,261.0,139.0,1505.0,17725.0,8.490832158,2022-23,25348842,2022-04-01
NQT5G,URGENT CARE CENTRE,2023-03-01,,,,,,,,,153.0,2530.0,45.0,,,,,,,,,,,,,2022-23,25348842,2022-04-01
RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2023-03-01,0.59347181008902,50.0,8425.0,91.5760869565217,9198.0,41.2499999999999,10.0,6.0,133.0,5155.0,39.0,168.0,141.399999999999,170.0,8420.0,935.0,7490.0,47.0,29.0,49.0,580.0,7300.0,7.94520547945205,2022-23,25348842,2022-04-01
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2023-03-01,7.21439749608763,2305.0,31950.0,99.79697017,32017.0,328.0,8065.0,50.0,368.0,26335.0,85.0,1200.59999999999,1539.0,762.0,31950.0,9485.0,22460.0,237.0,568.0,191.0,1955.0,27680.0,7.062861272,2022-23,25348842,2022-04-01
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2023-03-01,4.80836236933797,690.0,14350.0,99.8260869565217,14376.0,41.25,3355.0,7.0,240.0,13650.0,60.0,714.649999999999,940.199999999999,506.0,14350.0,3460.0,10890.0,201.0,397.0,181.0,995.0,13720.0,7.25218658892128,2022-23,25348842,2022-04-01
